SampleName,Time(abs),Temperature(room),TargetT(box),Humidity(room),percentageX,percentageY,percentageZ,pressureX,pressureY,pressureA,edwards,fanSpeed
lightVsRef,3744995105,31.501,31.5,21.637,37.20,69.30,50.0,1.929,1.901,6.6,1.16E-03,18
lightVsRef,3744995110,31.497,31.5,21.637,37.20,69.30,50.0,1.929,1.899,6.5,1.16E-03,16
lightVsRef,3744995115,31.494,31.5,21.645,37.20,69.30,50.0,1.930,1.902,6.5,1.16E-03,15
lightVsRef,3744995120,31.491,31.5,21.63,37.20,69.30,50.0,1.930,1.901,6.6,1.16E-03,14
lightVsRef,3744995125,31.493,31.5,21.653,37.20,69.30,50.0,1.930,1.900,6.5,1.16E-03,15
lightVsRef,3744995130,31.497,31.5,21.653,37.20,69.30,50.0,1.929,1.899,6.5,1.17E-03,16
lightVsRef,3744995135,31.496,31.5,21.645,37.20,69.30,50.0,1.929,1.900,6.6,1.17E-03,16
lightVsRef,3744995140,31.496,31.5,21.653,37.20,69.30,50.0,1.929,1.901,6.6,1.17E-03,16
lightVsRef,3744995145,31.498,31.5,21.637,37.20,69.30,50.0,1.930,1.901,6.5,1.17E-03,17
lightVsRef,3744995150,31.501,31.5,21.653,37.20,69.30,50.0,1.928,1.900,6.6,1.19E-03,18
lightVsRef,3744995155,31.502,31.5,21.653,37.20,69.30,50.0,1.928,1.900,6.6,1.20E-03,18
lightVsRef,3744995160,31.499,31.5,21.645,37.20,69.30,50.0,1.928,1.899,6.4,1.20E-03,17
lightVsRef,3744995165,31.498,31.5,21.653,37.20,69.30,50.0,1.930,1.901,6.5,1.21E-03,17
lightVsRef,3744995170,31.497,31.5,21.66,37.20,69.30,50.0,1.929,1.901,6.5,1.21E-03,16
lightVsRef,3744995175,31.499,31.5,21.653,37.20,69.30,50.0,1.930,1.902,6.5,1.21E-03,17
lightVsRef,3744995180,31.495,31.5,21.637,37.20,69.30,50.0,1.930,1.901,6.5,1.21E-03,15
lightVsRef,3744995185,31.495,31.5,21.637,37.20,69.30,50.0,1.930,1.900,6.5,1.22E-03,16
lightVsRef,3744995190,31.496,31.5,21.653,37.20,69.30,50.0,1.928,1.900,6.6,1.22E-03,16
lightVsRef,3744995195,31.495,31.5,21.66,37.20,69.30,50.0,1.929,1.900,6.5,1.22E-03,15
lightVsRef,3744995200,31.495,31.5,21.637,37.20,69.30,50.0,1.929,1.901,6.5,1.22E-03,15
lightVsRef,3744995205,31.498,31.5,21.66,37.20,69.30,50.0,1.928,1.901,6.5,1.22E-03,17
lightVsRef,3744995210,31.497,31.5,21.653,37.20,69.30,50.0,1.931,1.899,6.6,1.22E-03,16
lightVsRef,3744995215,31.499,31.5,21.653,37.20,69.30,50.0,1.928,1.899,6.5,1.23E-03,17
lightVsRef,3744995220,31.5,31.5,21.653,37.20,69.30,50.0,1.929,1.901,6.6,1.23E-03,18
