sampleName,dateTime,boxTemperature,boxSetpoint,boxHumidity,percentageX,percentageY,percentageZ,pressureX,pressureY,pressureA,vacuum,fanSpeed,roomTemperature,roomHumidity
heavyVsRef,3762057575,31.995,32,20.4,52.20,55.70,50.0,1.753,1.922,188.7,0.0001,86,24.64,29.25
heavyVsRef,3762057580,32,32,20.39,52.20,55.70,50.0,1.753,1.922,326.1,0.0001,88,24.63,29.27
heavyVsRef,3762057585,31.993,32,20.37,52.20,55.70,50.0,1.753,1.922,366.7,0.0001,85,24.63,29.29
heavyVsRef,3762057590,31.994,32,20.38,52.20,55.70,50.0,1.753,1.921,366.9,0.0001,85,24.65,29.23
heavyVsRef,3762057595,31.999,32,20.41,52.20,55.70,50.0,1.753,1.923,366.8,0.0001,85,24.67,29.19
heavyVsRef,3762057600,32.004,32,20.38,52.20,55.70,50.0,1.753,1.922,366.8,0.0001,85,24.67,29.18
heavyVsRef,3762057605,32.001,32,20.39,52.20,55.70,58.2,1.753,1.923,365.8,0.0001,85,24.67,29.23
heavyVsRef,3762057610,32.009,32,20.39,52.20,55.70,56.0,1.753,1.923,366.0,0.0001,85,24.66,29.26
heavyVsRef,3762057615,32.011,32,20.39,52.20,55.70,56.0,1.753,1.923,366.1,0.0001,92,24.66,29.24
heavyVsRef,3762057620,32.01,32,20.39,52.20,55.70,56.0,1.754,1.924,361.3,0.0001,92,24.65,29.24
heavyVsRef,3762057625,32.01,32,20.38,52.20,55.70,52.0,1.754,1.924,351.6,0.0001,92,24.64,29.29
heavyVsRef,3762057630,32.013,32,20.39,52.20,55.70,50.0,1.753,1.923,339.6,0.0001,93,24.62,29.28
heavyVsRef,3762057635,32.029,32,20.36,52.20,55.70,50.0,1.752,1.922,339.6,1.4100,99,24.64,29.26
heavyVsRef,3762057640,32.025,32,20.34,52.20,55.70,50.0,1.753,1.923,339.5,0.6160,98,24.65,29.24
heavyVsRef,3762057645,32.021,32,20.35,52.20,55.70,50.0,1.754,1.923,339.6,0.1260,97,24.66,29.21
heavyVsRef,3762057650,32.02,32,20.34,52.20,55.70,50.0,1.753,1.922,339.6,1.7200,96,24.67,29.23
heavyVsRef,3762057655,32.013,32,20.34,52.20,55.70,50.0,1.753,1.922,339.7,0.4140,93,24.67,29.18
heavyVsRef,3762057660,32.009,32,20.36,52.20,55.70,50.0,1.753,1.923,339.6,0.2810,92,24.68,29.18
heavyVsRef,3762057665,31.994,32,20.4,52.20,55.70,50.0,1.753,1.922,339.7,0.0665,86,24.68,29.18
heavyVsRef,3762057670,32.003,32,20.37,52.20,55.70,50.0,1.753,1.923,339.7,0.0176,89,24.69,29.17
heavyVsRef,3762057675,31.998,32,20.38,52.20,55.70,50.0,1.753,1.923,339.7,0.0080,87,24.7,29.13
heavyVsRef,3762057680,32.001,32,20.36,52.20,55.70,50.0,1.753,1.922,339.7,0.0016,89,24.71,29.13
heavyVsRef,3762057685,32.016,32,20.34,52.20,55.70,50.0,1.753,1.923,339.6,0.0008,95,24.71,29.13
heavyVsRef,3762057690,32.003,32,20.36,52.20,55.70,50.0,1.753,1.923,339.6,0.0001,90,24.72,29.14
heavyVsRef,3762057695,32.008,32,20.35,52.20,55.70,50.0,1.752,1.923,129.1,0.0001,92,24.73,29.12
heavyVsRef,3762057700,32.009,32,20.35,52.20,55.70,50.0,1.753,1.922,56.2,0.0001,92,24.72,29.1
heavyVsRef,3762057705,32.006,32,20.39,52.20,55.70,48.4,1.752,1.922,56.1,0.0001,91,24.73,29.09
heavyVsRef,3762057710,32.007,32,20.35,52.20,55.70,48.4,1.754,1.924,56.3,0.0001,91,24.73,29.08
heavyVsRef,3762057715,32.009,32,20.38,52.20,55.70,53.1,1.753,1.923,56.3,0.0001,92,24.74,29.06
heavyVsRef,3762057720,32.011,32,20.35,52.20,55.70,53.1,1.753,1.923,56.3,0.0001,93,24.74,29.03
heavyVsRef,3762057725,32.013,32,20.33,52.20,55.70,53.1,1.753,1.923,56.2,0.0001,93,24.74,29.03
heavyVsRef,3762057730,32.017,32,20.35,52.20,55.70,53.1,1.754,1.923,56.3,0.0001,95,24.73,29.07
heavyVsRef,3762057735,32.01,32,20.33,52.20,55.70,53.1,1.753,1.923,56.3,0.0001,92,24.72,29.08
heavyVsRef,3762057740,32.005,32,20.34,52.20,55.70,53.1,1.753,1.924,56.3,0.0001,90,24.71,29.09
heavyVsRef,3762057745,32.011,32,20.34,52.20,55.70,53.1,1.753,1.923,56.3,0.0001,93,24.69,29.11
heavyVsRef,3762057750,32.011,32,20.35,52.20,55.70,53.1,1.753,1.923,56.3,0.0001,93,24.69,29.16
heavyVsRef,3762057755,32.008,32,20.32,52.20,55.70,53.1,1.753,1.923,56.3,0.0001,92,24.69,29.12
heavyVsRef,3762057760,32.01,32,20.35,52.20,55.70,53.1,1.753,1.923,56.2,0.0001,93,24.69,29.1
heavyVsRef,3762057765,32.001,32,20.36,52.20,55.70,53.1,1.753,1.923,56.2,0.0001,89,24.69,29.1
heavyVsRef,3762057770,32.004,32,20.34,52.20,55.70,53.1,1.753,1.922,56.2,0.0001,90,24.67,29.12
heavyVsRef,3762057775,32.005,32,20.33,52.20,55.70,53.1,1.753,1.923,56.3,0.0001,91,24.66,29.15
heavyVsRef,3762057780,32.008,32,20.32,52.20,55.70,53.1,1.753,1.923,56.2,0.0001,92,24.66,29.16
heavyVsRef,3762057785,32.005,32,20.34,52.20,55.70,52.0,1.753,1.923,24.9,0.5120,91,24.65,29.12
heavyVsRef,3762057790,31.997,32,20.36,52.20,55.70,50.0,1.752,1.923,0.5,0.5120,87,24.64,29.11
heavyVsRef,3762057795,32,32,20.34,52.20,55.70,50.0,1.754,1.922,6.8,0.9610,88,24.61,29.12
heavyVsRef,3762057800,31.997,32,20.34,52.20,55.70,50.0,1.753,1.923,0.8,0.2400,88,24.58,29.15
heavyVsRef,3762057805,32.007,32,20.34,52.20,55.70,50.0,1.754,1.922,0.4,0.1010,91,24.57,29.11
heavyVsRef,3762057810,32.006,32,20.3,52.20,55.70,50.0,1.754,1.922,0.3,0.0550,91,24.56,29.09
heavyVsRef,3762057815,32.004,32,20.31,52.20,55.70,50.0,1.753,1.923,0.1,0.0336,90,24.54,29.03
heavyVsRef,3762057820,32.004,32,20.31,52.20,55.70,50.0,1.753,1.923,0.1,0.0313,90,24.54,28.99
heavyVsRef,3762057825,31.998,32,20.28,44.70,55.70,50.0,1.909,1.922,0.0,0.0115,88,24.52,28.94
heavyVsRef,3762057830,31.991,32,20.3,44.70,55.70,50.0,1.926,1.922,0.1,0.0031,85,24.49,28.93
heavyVsRef,3762057835,31.993,32,20.28,44.70,55.70,50.0,1.928,1.922,0.1,0.0009,86,24.47,28.92
heavyVsRef,3762057840,31.995,32,20.25,44.70,55.70,50.0,1.928,1.923,0.1,0.0006,86,24.45,28.94
heavyVsRef,3762057845,32.006,32,20.25,44.70,55.70,50.0,1.928,1.923,0.0,0.0001,91,24.45,28.91
heavyVsRef,3762057850,32.005,32,20.22,44.70,55.70,50.0,1.927,1.923,0.0,0.0001,91,24.45,28.89
heavyVsRef,3762057855,32.012,32,20.18,44.70,55.70,50.0,1.927,1.923,0.0,0.0001,94,24.44,28.82
heavyVsRef,3762057860,31.996,32,20.17,44.70,55.70,50.0,1.927,1.922,0.0,0.0001,87,24.41,28.8
heavyVsRef,3762057865,32.004,32,20.18,44.70,55.70,50.0,1.926,1.922,0.1,0.0001,90,24.38,28.79
heavyVsRef,3762057870,31.996,32,20.16,44.70,55.70,50.0,1.927,1.923,0.0,0.0001,87,24.36,28.71
heavyVsRef,3762057875,31.998,32,20.13,44.70,55.70,50.0,1.927,1.922,0.0,0.0001,88,24.33,28.63
heavyVsRef,3762057880,31.994,32,20.12,44.70,55.70,50.0,1.928,1.922,0.0,0.0001,86,24.3,28.64
heavyVsRef,3762057885,32.004,32,20.08,44.70,55.70,50.0,1.927,1.923,0.0,0.0001,90,24.27,28.68
heavyVsRef,3762057890,31.999,32,20.08,44.70,55.70,50.0,1.927,1.922,0.0,0.0001,88,24.23,28.69
heavyVsRef,3762057895,31.99,32,20.06,44.70,55.70,50.0,1.926,1.923,0.0,0.0001,85,24.21,28.61
heavyVsRef,3762057900,31.987,32,20.04,44.70,55.70,50.0,1.926,1.923,0.1,0.0001,84,24.19,28.61
heavyVsRef,3762057905,31.985,32,20.03,44.70,55.70,50.0,1.927,1.922,0.1,0.0001,82,24.15,28.56
heavyVsRef,3762057910,31.984,32,19.99,44.70,55.70,50.0,1.927,1.922,0.1,0.0001,82,24.13,28.55
heavyVsRef,3762057915,31.995,32,19.96,44.70,55.70,50.0,1.927,1.923,0.0,0.0001,86,24.11,28.57
heavyVsRef,3762057920,32.007,32,19.95,44.70,55.70,50.0,1.928,1.748,0.0,0.0001,91,24.07,28.61
heavyVsRef,3762057925,32.01,32,19.91,44.70,55.70,50.0,1.926,1.749,0.1,0.0001,89,24.04,28.68
heavyVsRef,3762057930,32.016,32,19.86,44.70,55.28,50.0,1.926,1.750,0.0,0.0001,89,24,28.72
heavyVsRef,3762057935,32.01,32,19.85,44.70,55.28,50.0,1.926,1.756,0.1,0.0001,89,23.99,28.69
heavyVsRef,3762057940,32.01,32,19.82,44.70,55.28,50.0,1.927,1.757,-0.1,0.0001,93,23.99,28.67
heavyVsRef,3762057945,31.994,32,19.79,44.70,55.28,50.0,1.926,1.760,92.1,0.0001,86,23.98,28.6
heavyVsRef,3762057950,31.988,32,19.78,44.70,55.28,50.0,1.926,1.760,189.2,0.0001,84,23.95,28.61
heavyVsRef,3762057955,31.992,32,19.77,44.70,55.28,50.0,1.927,1.760,189.4,0.0001,85,23.92,28.67
heavyVsRef,3762057960,31.982,32,19.76,44.70,55.28,50.0,1.927,1.761,367.4,0.0001,82,23.89,28.69
heavyVsRef,3762057965,31.983,32,19.74,44.70,55.28,50.0,1.927,1.760,367.9,0.0001,82,23.88,28.67
heavyVsRef,3762057970,31.982,32,19.71,44.70,55.28,50.0,1.927,1.761,367.7,0.0001,81,23.87,28.65
heavyVsRef,3762057975,32.004,32,19.7,44.70,55.28,50.0,1.927,1.761,367.8,0.0001,82,23.85,28.67
heavyVsRef,3762057980,32.003,32,19.71,44.70,55.28,50.0,1.927,1.761,367.8,0.0001,82,23.85,28.68
heavyVsRef,3762057985,31.993,32,19.67,44.70,55.28,67.4,1.927,1.761,365.8,0.0001,82,23.82,28.68
heavyVsRef,3762057990,32.005,32,19.68,44.70,55.28,62.6,1.927,1.760,365.6,0.0001,82,23.81,28.67
heavyVsRef,3762057995,32.014,32,19.63,44.70,55.28,62.6,1.926,1.761,366.1,0.0001,82,23.81,28.63
heavyVsRef,3762058000,32.022,32,19.57,44.70,55.28,62.6,1.926,1.761,366.8,0.0001,98,23.8,28.62
heavyVsRef,3762058005,32.03,32,19.57,44.70,55.28,62.6,1.927,1.761,361.4,0.0001,100,23.8,28.6
heavyVsRef,3762058010,32.025,32,19.54,44.70,55.28,52.0,1.926,1.760,351.3,0.0001,98,23.81,28.56
heavyVsRef,3762058015,32.006,32,19.52,44.70,55.28,50.0,1.926,1.761,338.4,0.0001,91,23.81,28.5
heavyVsRef,3762058020,31.995,32,19.52,44.70,55.28,50.0,1.927,1.761,338.3,1.5700,87,23.8,28.48
heavyVsRef,3762058025,31.996,32,19.51,44.70,55.28,50.0,1.928,1.761,338.3,0.3610,87,23.78,28.46
heavyVsRef,3762058030,31.991,32,19.49,44.70,55.28,50.0,1.926,1.760,338.3,0.1330,85,23.77,28.46
heavyVsRef,3762058035,31.982,32,19.47,44.70,55.28,50.0,1.926,1.761,338.3,3.6500,82,23.76,28.47
heavyVsRef,3762058040,31.988,32,19.47,44.70,55.28,50.0,1.926,1.761,338.3,0.4370,84,23.75,28.46
heavyVsRef,3762058045,31.985,32,19.46,44.70,55.28,50.0,1.927,1.761,338.3,0.2120,83,23.73,28.51
heavyVsRef,3762058050,31.979,32,19.42,44.70,55.28,50.0,1.926,1.761,338.3,0.0683,80,23.72,28.55
heavyVsRef,3762058055,31.989,32,19.41,44.70,55.28,50.0,1.926,1.760,338.3,0.0194,84,23.69,28.61
heavyVsRef,3762058060,31.993,32,19.39,44.70,55.28,50.0,1.927,1.760,338.2,0.0057,86,23.7,28.66
heavyVsRef,3762058065,32.001,32,19.35,44.70,55.28,50.0,1.926,1.761,338.3,0.0017,89,23.71,28.7
heavyVsRef,3762058070,31.999,32,19.38,44.70,55.28,50.0,1.926,1.760,338.4,0.0006,88,23.72,28.71
heavyVsRef,3762058075,31.992,32,19.34,44.70,55.28,50.0,1.927,1.760,338.3,0.0001,86,23.72,28.72
heavyVsRef,3762058080,31.998,32,19.34,44.70,55.28,50.0,1.927,1.760,133.9,0.0001,88,23.71,28.76
heavyVsRef,3762058085,31.993,32,19.31,44.70,55.28,50.0,1.927,1.761,56.2,0.0001,85,23.72,28.79
heavyVsRef,3762058090,31.99,32,19.34,44.70,55.28,50.0,1.926,1.761,56.2,0.0001,84,23.72,28.8
heavyVsRef,3762058095,31.98,32,19.34,44.70,55.28,44.5,1.926,1.760,56.3,0.0001,81,23.7,28.85
heavyVsRef,3762058100,31.985,32,19.3,44.70,55.28,47.1,1.926,1.760,56.2,0.0001,82,23.7,28.86
heavyVsRef,3762058105,32,32,19.31,44.70,55.28,47.1,1.927,1.761,56.3,0.0001,88,23.7,28.93
heavyVsRef,3762058110,31.996,32,19.28,44.70,55.28,47.1,1.926,1.761,56.2,0.0001,87,23.69,28.98
heavyVsRef,3762058115,32.003,32,19.25,44.70,55.28,47.1,1.926,1.761,56.2,0.0001,90,23.68,29
heavyVsRef,3762058120,32.002,32,19.28,44.70,55.28,47.1,1.927,1.760,56.2,0.0001,89,23.67,29.04
heavyVsRef,3762058125,32.002,32,19.29,44.70,55.28,47.1,1.927,1.761,56.3,0.0001,89,23.68,29.08
heavyVsRef,3762058130,31.993,32,19.29,44.70,55.28,47.1,1.927,1.761,56.2,0.0001,86,23.68,29.14
heavyVsRef,3762058135,31.987,32,19.3,44.70,55.28,47.1,1.927,1.761,56.2,0.0001,83,23.66,29.16
heavyVsRef,3762058140,31.985,32,19.29,44.70,55.28,47.1,1.927,1.761,56.2,0.0001,82,23.67,29.21
heavyVsRef,3762058145,31.985,32,19.28,44.70,55.28,47.1,1.926,1.761,56.2,0.0001,82,23.67,29.26
heavyVsRef,3762058150,31.993,32,19.29,44.70,55.28,47.1,1.927,1.761,56.2,0.0001,86,23.66,29.33
heavyVsRef,3762058155,31.991,32,19.31,44.70,55.28,47.1,1.926,1.761,56.2,0.0001,85,23.66,29.36
heavyVsRef,3762058160,31.992,32,19.29,44.70,55.28,47.1,1.927,1.760,56.2,0.0001,85,23.65,29.38
heavyVsRef,3762058165,32,32,19.28,44.70,55.28,47.1,1.927,1.761,56.1,0.0001,89,23.63,29.42
heavyVsRef,3762058170,31.991,32,19.31,44.70,55.28,47.1,1.927,1.761,30.4,0.0001,85,23.62,29.47
heavyVsRef,3762058175,31.988,32,19.33,44.70,55.28,52.0,1.926,1.760,7.0,0.2060,83,23.61,29.52
heavyVsRef,3762058180,31.979,32,19.35,44.70,55.28,50.0,1.926,1.761,0.2,0.0904,80,23.6,29.58
heavyVsRef,3762058185,31.984,32,19.33,44.70,55.28,50.0,1.927,1.760,4.3,0.9340,82,23.6,29.59
heavyVsRef,3762058190,31.995,32,19.34,44.70,55.28,50.0,1.927,1.761,0.7,0.3880,86,23.59,29.61
heavyVsRef,3762058195,31.991,32,19.35,44.70,55.28,50.0,1.926,1.761,0.3,0.0909,84,23.59,29.63
heavyVsRef,3762058200,31.989,32,19.36,44.70,55.28,50.0,1.927,1.761,0.2,0.0482,84,23.6,29.67
heavyVsRef,3762058205,31.992,32,19.37,44.70,55.28,50.0,1.928,1.761,0.1,0.0311,85,23.6,29.68
heavyVsRef,3762058210,31.992,32,19.37,44.70,55.28,50.0,1.928,1.761,0.1,0.0311,85,23.6,29.68
heavyVsRef,3762058215,31.987,32,19.4,44.70,47.20,50.0,1.926,1.936,0.0,0.0106,83,23.59,29.77
heavyVsRef,3762058220,32,32,19.38,44.70,47.20,50.0,1.927,1.948,0.0,0.0039,88,23.59,29.81
heavyVsRef,3762058225,31.994,32,19.4,44.70,47.20,50.0,1.927,1.947,0.0,0.0008,86,23.61,29.85
heavyVsRef,3762058230,32.004,32,19.41,44.70,47.20,50.0,1.927,1.948,0.1,0.0005,89,23.62,29.89
heavyVsRef,3762058235,32.014,32,19.39,44.70,47.20,50.0,1.927,1.949,0.0,0.0001,94,23.64,29.88
heavyVsRef,3762058240,31.994,32,19.41,44.70,47.20,50.0,1.926,1.947,0.1,0.0001,86,23.64,29.87
heavyVsRef,3762058245,31.988,32,19.41,44.70,47.20,50.0,1.927,1.948,0.0,0.0001,83,23.62,29.88
heavyVsRef,3762058250,31.992,32,19.48,44.70,47.20,50.0,1.926,1.948,0.0,0.0001,85,23.62,29.9
heavyVsRef,3762058255,31.993,32,19.45,44.70,47.20,50.0,1.926,1.947,0.1,0.0001,85,23.62,29.91
heavyVsRef,3762058260,31.999,32,19.47,44.70,47.20,50.0,1.926,1.949,0.0,0.0001,88,23.62,29.9
heavyVsRef,3762058265,31.987,32,19.5,44.70,47.20,50.0,1.927,1.948,0.0,0.0001,83,23.63,29.95
heavyVsRef,3762058270,31.991,32,19.5,44.70,47.20,50.0,1.927,1.949,0.0,0.0001,85,23.65,29.97
heavyVsRef,3762058275,31.994,32,19.52,44.70,47.20,50.0,1.927,1.948,0.0,0.0001,86,23.66,29.98
heavyVsRef,3762058280,32,32,19.52,44.70,47.20,50.0,1.927,1.948,0.0,0.0001,88,23.66,30
heavyVsRef,3762058285,31.993,32,19.53,44.70,47.20,50.0,1.927,1.948,0.0,0.0001,85,23.67,30
heavyVsRef,3762058290,31.993,32,19.58,44.70,47.20,50.0,1.926,1.948,0.0,0.0001,85,23.68,29.96
heavyVsRef,3762058295,31.994,32,19.54,44.70,47.20,50.0,1.927,1.948,0.0,0.0001,86,23.67,29.98
heavyVsRef,3762058300,31.992,32,19.56,44.70,47.20,50.0,1.927,1.947,0.0,0.0001,85,23.67,29.98
heavyVsRef,3762058305,31.998,32,19.56,44.70,47.20,50.0,1.927,1.947,0.0,0.0001,87,23.64,29.99
heavyVsRef,3762058310,31.99,32,19.6,44.70,47.20,50.0,1.746,1.948,0.1,0.0001,84,23.63,30.04
heavyVsRef,3762058315,31.984,32,19.6,44.70,47.20,50.0,1.746,1.948,0.1,0.0001,80,23.62,30.07
heavyVsRef,3762058320,32.005,32,19.61,44.55,47.20,50.0,1.749,1.948,0.1,0.0001,80,23.62,30.1
heavyVsRef,3762058325,32.01,32,19.58,44.55,47.20,50.0,1.751,1.949,0.0,0.0001,92,23.6,30.11
heavyVsRef,3762058330,31.989,32,19.61,44.55,47.20,50.0,1.749,1.949,0.0,0.0001,84,23.6,30.16
heavyVsRef,3762058335,31.993,32,19.61,44.55,47.20,50.0,1.754,1.949,107.0,0.0001,85,23.59,30.21
heavyVsRef,3762058340,31.996,32,19.65,44.55,47.20,50.0,1.753,1.949,188.8,0.0001,86,23.57,30.23
heavyVsRef,3762058345,31.997,32,19.66,44.55,47.20,50.0,1.754,1.948,201.8,0.0001,87,23.56,30.22
heavyVsRef,3762058350,31.992,32,19.62,44.55,47.20,50.0,1.753,1.949,366.6,0.0001,85,23.56,30.23
heavyVsRef,3762058355,31.981,32,19.67,44.55,47.20,50.0,1.753,1.949,366.8,0.0001,80,23.55,30.24
heavyVsRef,3762058360,31.988,32,19.7,44.55,47.20,50.0,1.753,1.949,367.0,0.0001,83,23.56,30.22
heavyVsRef,3762058365,32.003,32,19.67,44.55,47.20,50.0,1.754,1.949,366.9,0.0001,83,23.58,30.24
heavyVsRef,3762058370,32,32,19.67,44.55,47.20,58.6,1.755,1.949,366.4,0.0001,83,23.59,30.24
heavyVsRef,3762058375,32.015,32,19.68,44.55,47.20,56.4,1.753,1.950,365.8,0.0001,83,23.6,30.24
heavyVsRef,3762058380,32.016,32,19.69,44.55,47.20,56.4,1.754,1.948,366.0,0.0001,83,23.61,30.25
heavyVsRef,3762058385,31.998,32,19.7,44.55,47.20,56.4,1.753,1.949,367.5,0.0001,87,23.61,30.24
heavyVsRef,3762058390,32,32,19.72,44.55,47.20,52.0,1.752,1.949,360.1,0.0001,88,23.61,30.22
heavyVsRef,3762058395,32,32,19.71,44.55,47.20,50.0,1.751,1.948,343.7,0.0001,88,23.6,30.25
heavyVsRef,3762058400,31.997,32,19.73,44.55,47.20,50.0,1.753,1.949,339.7,0.0001,87,23.58,30.29
heavyVsRef,3762058405,31.998,32,19.72,44.55,47.20,50.0,1.753,1.949,339.6,0.6950,87,23.59,30.31
heavyVsRef,3762058410,31.997,32,19.73,44.55,47.20,50.0,1.753,1.949,339.7,0.2450,87,23.59,30.31
heavyVsRef,3762058415,32.005,32,19.73,44.55,47.20,50.0,1.753,1.949,339.6,2.7000,90,23.59,30.31
heavyVsRef,3762058420,31.997,32,19.76,44.55,47.20,50.0,1.753,1.949,339.6,0.9230,87,23.58,30.31
heavyVsRef,3762058425,31.994,32,19.75,44.55,47.20,50.0,1.753,1.949,339.6,0.2620,86,23.57,30.33
heavyVsRef,3762058430,31.994,32,19.77,44.55,47.20,50.0,1.754,1.949,339.6,0.0991,85,23.56,30.38
heavyVsRef,3762058435,31.989,32,19.77,44.55,47.20,50.0,1.753,1.949,339.6,0.0636,84,23.56,30.39
heavyVsRef,3762058440,31.987,32,19.77,44.55,47.20,50.0,1.752,1.948,339.6,0.0096,83,23.58,30.39
heavyVsRef,3762058445,31.983,32,19.77,44.55,47.20,50.0,1.753,1.948,339.7,0.0048,81,23.59,30.38
heavyVsRef,3762058450,31.984,32,19.78,44.55,47.20,50.0,1.753,1.948,339.6,0.0009,82,23.6,30.38
heavyVsRef,3762058455,31.987,32,19.78,44.55,47.20,50.0,1.753,1.949,339.6,0.0005,83,23.6,30.36
heavyVsRef,3762058460,31.988,32,19.77,44.55,47.20,50.0,1.753,1.948,321.6,0.0001,83,23.59,30.37
heavyVsRef,3762058465,32,32,19.78,44.55,47.20,50.0,1.753,1.949,56.4,0.0001,87,23.59,30.39
heavyVsRef,3762058470,32.008,32,19.75,44.55,47.20,50.0,1.753,1.950,56.3,0.0001,91,23.6,30.38
heavyVsRef,3762058475,31.998,32,19.78,44.55,47.20,50.0,1.753,1.948,56.3,0.0001,87,23.59,30.36
heavyVsRef,3762058480,32,32,19.79,44.55,47.20,50.0,1.753,1.949,56.3,0.0001,88,23.58,30.35
heavyVsRef,3762058485,31.981,32,19.81,44.55,47.20,54.8,1.753,1.950,56.3,0.0001,80,23.56,30.4
heavyVsRef,3762058490,31.98,32,19.81,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,80,23.55,30.39
heavyVsRef,3762058495,31.991,32,19.81,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,84,23.54,30.42
heavyVsRef,3762058500,31.991,32,19.81,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,84,23.54,30.48
heavyVsRef,3762058505,31.988,32,19.82,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,83,23.55,30.49
heavyVsRef,3762058510,31.988,32,19.82,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,83,23.58,30.5
heavyVsRef,3762058515,31.984,32,19.82,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,81,23.57,30.48
heavyVsRef,3762058520,31.985,32,19.83,44.55,47.20,54.8,1.753,1.949,56.2,0.0001,81,23.55,30.49
heavyVsRef,3762058525,31.987,32,19.81,44.55,47.20,54.8,1.754,1.949,56.3,0.0001,82,23.55,30.5
heavyVsRef,3762058530,31.986,32,19.83,44.55,47.20,54.8,1.754,1.949,56.3,0.0001,82,23.56,30.52
heavyVsRef,3762058535,31.985,32,19.83,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,82,23.55,30.53
heavyVsRef,3762058540,31.981,32,19.84,44.55,47.20,54.8,1.753,1.949,56.3,0.0001,80,23.56,30.54
heavyVsRef,3762058545,31.984,32,19.82,44.55,47.20,54.8,1.753,1.949,56.2,0.0001,81,23.55,30.54
heavyVsRef,3762058550,31.993,32,19.86,44.55,47.20,54.8,1.754,1.949,32.6,0.5130,85,23.55,30.54
heavyVsRef,3762058555,31.992,32,19.84,44.55,47.20,52.0,1.754,1.950,12.4,0.2430,84,23.54,30.57
heavyVsRef,3762058560,31.983,32,19.86,44.55,47.20,50.0,1.753,1.948,5.0,0.6790,81,23.55,30.57
heavyVsRef,3762058565,31.996,32,19.82,44.55,47.20,50.0,1.754,1.949,1.6,0.4090,86,23.56,30.57
heavyVsRef,3762058570,31.985,32,19.86,44.55,47.20,50.0,1.753,1.949,0.5,0.1710,82,23.57,30.57
heavyVsRef,3762058575,31.996,32,19.84,44.55,47.20,50.0,1.753,1.949,0.2,0.0728,85,23.56,30.58
heavyVsRef,3762058580,32,32,19.85,44.55,47.20,50.0,1.754,1.948,0.2,0.0394,87,23.57,30.6
heavyVsRef,3762058585,32.004,32,19.83,44.55,47.20,50.0,1.754,1.949,0.2,0.0307,89,23.57,30.6
heavyVsRef,3762058590,32.006,32,19.85,36.90,47.20,50.0,1.816,1.949,0.2,0.0203,90,23.57,30.6
heavyVsRef,3762058595,32.002,32,19.85,36.90,47.20,50.0,1.949,1.948,0.1,0.0076,88,23.55,30.6
heavyVsRef,3762058600,31.999,32,19.88,36.90,47.20,50.0,1.949,1.948,0.1,0.0023,87,23.55,30.63
heavyVsRef,3762058605,31.998,32,19.87,36.90,47.20,50.0,1.949,1.949,0.0,0.0006,87,23.56,30.66
heavyVsRef,3762058610,32.001,32,19.85,36.90,47.20,50.0,1.950,1.948,0.0,0.0003,88,23.56,30.67
heavyVsRef,3762058615,32,32,19.9,36.90,47.20,50.0,1.949,1.949,0.1,0.0001,87,23.57,30.68
heavyVsRef,3762058620,31.997,32,19.89,36.90,47.20,50.0,1.949,1.949,0.0,0.0001,87,23.57,30.66
heavyVsRef,3762058625,32.001,32,19.87,36.90,47.20,50.0,1.950,1.949,0.0,0.0001,88,23.56,30.67
heavyVsRef,3762058635,32.004,32,19.88,36.90,47.20,50.0,1.949,1.949,0.0,0.0001,89,23.54,30.7
heavyVsRef,3762058640,32.004,32,19.88,36.90,47.20,50.0,1.949,1.949,0.0,0.0001,89,23.54,30.72
heavyVsRef,3762058645,31.992,32,19.92,36.90,47.20,50.0,1.949,1.950,0.0,0.0001,84,23.54,30.71
heavyVsRef,3762058650,31.986,32,19.89,36.90,47.20,50.0,1.949,1.948,0.0,0.0001,82,23.55,30.73
heavyVsRef,3762058655,31.988,32,19.94,36.90,47.20,50.0,1.949,1.948,0.0,0.0001,83,23.54,30.73
heavyVsRef,3762058660,32.004,32,19.9,36.90,47.20,50.0,1.949,1.948,0.0,0.0001,89,23.52,30.78
heavyVsRef,3762058665,31.999,32,19.93,36.90,47.20,50.0,1.949,1.949,0.0,0.0001,87,23.53,30.78
heavyVsRef,3762058670,31.986,32,19.9,36.90,47.20,50.0,1.950,1.949,0.0,0.0001,82,23.54,30.77
heavyVsRef,3762058675,31.985,32,19.97,36.90,47.20,50.0,1.949,1.949,-0.1,0.0001,81,23.56,30.75
heavyVsRef,3762058680,31.992,32,19.95,36.90,47.20,50.0,1.949,1.948,0.0,0.0001,84,23.57,30.71
heavyVsRef,3762058685,31.993,32,19.95,36.90,47.20,50.0,1.950,1.840,0.0,0.0001,85,23.59,30.7
heavyVsRef,3762058690,31.989,32,19.92,36.90,47.20,50.0,1.949,1.755,0.0,0.0001,83,23.61,30.68
heavyVsRef,3762058695,31.992,32,19.96,36.90,47.20,50.0,1.949,1.755,0.0,0.0001,83,23.6,30.67
