SampleName,Time(abs),Temperature(room),Humidity(room)
Continuum,3730014725,25.469,12.559
Continuum,3730014730,25.459,12.559
Continuum,3730014735,25.459,12.551
Continuum,3730014740,25.469,12.566
Continuum,3730014745,25.448,12.559
Continuum,3730014750,25.448,12.574
Continuum,3730014755,25.426,12.574
Continuum,3730014760,25.459,12.574
Continuum,3730014765,25.459,12.566
Continuum,3730014770,25.48,12.559
Continuum,3730014775,25.48,12.551
Continuum,3730014780,25.459,12.543
Continuum,3730014785,25.48,12.528
Continuum,3730014790,25.491,12.513
Continuum,3730014795,25.469,12.513
Continuum,3730014800,25.502,12.52
Continuum,3730014805,25.502,12.528
Continuum,3730014810,25.491,12.528
Continuum,3730014815,25.48,12.528
Continuum,3730014820,25.491,12.52
Continuum,3730014825,25.48,12.528
Continuum,3730014830,25.502,12.528
Continuum,3730014835,25.523,12.551
Continuum,3730014840,25.512,12.559
Continuum,3730014845,25.523,12.559
Continuum,3730014850,25.534,12.543
Continuum,3730014855,25.534,12.543
Continuum,3730014860,25.512,12.536
Continuum,3730014865,25.512,12.52
Continuum,3730014870,25.544,12.52
Continuum,3730014875,25.512,12.505
Continuum,3730014880,25.534,12.528
Continuum,3730014885,25.534,12.543
Continuum,3730014890,25.512,12.559
Continuum,3730014895,25.523,12.559
Continuum,3730014900,25.534,12.597
Continuum,3730014905,25.555,12.635
Continuum,3730014910,25.534,12.627
Continuum,3730014915,25.534,12.642
Continuum,3730014920,25.544,12.65
Continuum,3730014925,25.534,12.627
Continuum,3730014930,25.544,12.612
Continuum,3730014935,25.555,12.604
Continuum,3730014940,25.555,12.566
Continuum,3730014945,25.523,12.559
Continuum,3730014950,25.534,12.528
Continuum,3730014955,25.512,12.543
Continuum,3730014960,25.534,12.574
Continuum,3730014965,25.534,12.581
Continuum,3730014970,25.523,12.581
Continuum,3730014975,25.523,12.559
Continuum,3730014980,25.534,12.536
Continuum,3730014985,25.523,12.536
Continuum,3730014990,25.523,12.52
Continuum,3730014995,25.534,12.513
Continuum,3730015000,25.534,12.52
Continuum,3730015005,25.523,12.528
Continuum,3730015010,25.534,12.536
Continuum,3730015015,25.544,12.566
Continuum,3730015020,25.534,12.574
Continuum,3730015025,25.544,12.604
Continuum,3730015030,25.555,12.597
Continuum,3730015035,25.544,12.612
Continuum,3730015040,25.555,12.604
Continuum,3730015045,25.555,12.589
Continuum,3730015050,25.566,12.566
Continuum,3730015055,25.555,12.551
Continuum,3730015060,25.555,12.52
Continuum,3730015065,25.598,12.49
Continuum,3730015070,25.544,12.475
Continuum,3730015075,25.577,12.475
Continuum,3730015080,25.577,12.452
Continuum,3730015085,25.544,12.436
Continuum,3730015090,25.598,12.452
Continuum,3730015095,25.577,12.475
Continuum,3730015100,25.587,12.467
Continuum,3730015105,25.587,12.452
Continuum,3730015110,25.577,12.444
Continuum,3730015115,25.587,12.436
Continuum,3730015120,25.587,12.452
Continuum,3730015125,25.587,12.459
Continuum,3730015130,25.577,12.452
Continuum,3730015135,25.577,12.452
Continuum,3730015140,25.587,12.452
Continuum,3730015145,25.587,12.452
Continuum,3730015150,25.577,12.436
Continuum,3730015155,25.587,12.444
Continuum,3730015160,25.577,12.436
Continuum,3730015165,25.577,12.436
Continuum,3730015170,25.577,12.444
Continuum,3730015175,25.609,12.467
Continuum,3730015180,25.587,12.482
Continuum,3730015185,25.587,12.482
Continuum,3730015190,25.598,12.482
Continuum,3730015195,25.619,12.497
Continuum,3730015200,25.566,12.49
Continuum,3730015205,25.587,12.505
Continuum,3730015210,25.609,12.513
Continuum,3730015215,25.609,12.528
Continuum,3730015220,25.619,12.513
Continuum,3730015225,25.598,12.505
Continuum,3730015230,25.619,12.49
Continuum,3730015235,25.619,12.459
Continuum,3730015240,25.609,12.452
Continuum,3730015245,25.598,12.414
Continuum,3730015250,25.619,12.406
Continuum,3730015255,25.619,12.406
Continuum,3730015260,25.619,12.398
Continuum,3730015265,25.598,12.398
Continuum,3730015270,25.609,12.436
Continuum,3730015275,25.619,12.49
Continuum,3730015280,25.63,12.528
Continuum,3730015285,25.619,12.536
Continuum,3730015290,25.619,12.52
Continuum,3730015295,25.63,12.528
Continuum,3730015300,25.63,12.528
Continuum,3730015305,25.641,12.49
Continuum,3730015310,25.641,12.482
Continuum,3730015315,25.63,12.475
Continuum,3730015320,25.652,12.467
Continuum,3730015325,25.641,12.452
Continuum,3730015330,25.641,12.444
Continuum,3730015335,25.641,12.436
Continuum,3730015340,25.652,12.452
Continuum,3730015345,25.619,12.475
Continuum,3730015350,25.652,12.482
Continuum,3730015355,25.63,12.475
Continuum,3730015360,25.662,12.467
Continuum,3730015365,25.662,12.459
Continuum,3730015370,25.652,12.467
Continuum,3730015375,25.662,12.505
Continuum,3730015380,25.662,12.536
Continuum,3730015385,25.662,12.543
Continuum,3730015390,25.673,12.559
Continuum,3730015395,25.662,12.581
Continuum,3730015400,25.684,12.62
Continuum,3730015405,25.652,12.62
Continuum,3730015410,25.684,12.604
Continuum,3730015415,25.684,12.597
Continuum,3730015420,25.695,12.574
Continuum,3730015425,25.673,12.559
Continuum,3730015430,25.684,12.52
Continuum,3730015435,25.695,12.482
Continuum,3730015440,25.684,12.452
Continuum,3730015445,25.652,12.436
Continuum,3730015450,25.673,12.436
Continuum,3730015455,25.673,12.444
Continuum,3730015460,25.673,12.406
Continuum,3730015465,25.641,12.406
Continuum,3730015470,25.662,12.391
Continuum,3730015475,25.662,12.398
Continuum,3730015480,25.662,12.421
Continuum,3730015485,25.673,12.452
Continuum,3730015490,25.662,12.497
Continuum,3730015495,25.673,12.52
Continuum,3730015500,25.662,12.536
Continuum,3730015505,25.673,12.536
Continuum,3730015510,25.684,12.505
Continuum,3730015515,25.684,12.482
Continuum,3730015520,25.673,12.475
Continuum,3730015525,25.705,12.505
Continuum,3730015530,25.684,12.543
Continuum,3730015535,25.695,12.581
Continuum,3730015540,25.705,12.566
Continuum,3730015545,25.705,12.551
Continuum,3730015550,25.716,12.543
Continuum,3730015555,25.705,12.551
Continuum,3730015560,25.705,12.528
Continuum,3730015565,25.705,12.513
Continuum,3730015570,25.705,12.505
Continuum,3730015575,25.727,12.475
Continuum,3730015580,25.705,12.452
Continuum,3730015585,25.716,12.459
Continuum,3730015590,25.727,12.467
Continuum,3730015595,25.705,12.452
Continuum,3730015600,25.705,12.452
Continuum,3730015605,25.716,12.459
Continuum,3730015610,25.705,12.49
Continuum,3730015615,25.695,12.497
Continuum,3730015620,25.705,12.543
Continuum,3730015625,25.727,12.559
Continuum,3730015630,25.716,12.566
Continuum,3730015635,25.727,12.566
Continuum,3730015640,25.695,12.589
Continuum,3730015645,25.716,12.581
Continuum,3730015650,25.716,12.566
Continuum,3730015655,25.748,12.551
Continuum,3730015660,25.727,12.543
Continuum,3730015665,25.716,12.536
Continuum,3730015670,25.748,12.52
Continuum,3730015675,25.737,12.49
Continuum,3730015680,25.727,12.497
Continuum,3730015685,25.748,12.505
Continuum,3730015690,25.727,12.505
Continuum,3730015695,25.737,12.505
Continuum,3730015700,25.748,12.482
Continuum,3730015705,25.727,12.482
Continuum,3730015710,25.716,12.482
Continuum,3730015715,25.748,12.497
Continuum,3730015720,25.748,12.505
Continuum,3730015725,25.748,12.513
Continuum,3730015730,25.748,12.513
Continuum,3730015735,25.759,12.497
Continuum,3730015740,25.748,12.49
Continuum,3730015745,25.748,12.475
Continuum,3730015750,25.737,12.436
Continuum,3730015755,25.748,12.414
Continuum,3730015760,25.759,12.398
Continuum,3730015765,25.748,12.383
Continuum,3730015770,25.759,12.368
Continuum,3730015775,25.77,12.36
Continuum,3730015780,25.737,12.368
Continuum,3730015785,25.759,12.353
Continuum,3730015790,25.77,12.337
Continuum,3730015795,25.77,12.337
Continuum,3730015800,25.759,12.337
Continuum,3730015805,25.77,12.33
Continuum,3730015810,25.77,12.337
Continuum,3730015815,25.77,12.36
Continuum,3730015820,25.759,12.406
Continuum,3730015825,25.737,12.444
Continuum,3730015830,25.77,12.52
Continuum,3730015835,25.77,12.581
Continuum,3730015840,25.77,12.589
Continuum,3730015845,25.791,12.581
Continuum,3730015850,25.791,12.574
Continuum,3730015855,25.813,12.566
Continuum,3730015860,25.802,12.528
Continuum,3730015865,25.791,12.505
Continuum,3730015870,25.791,12.49
Continuum,3730015875,25.791,12.482
Continuum,3730015880,25.791,12.49
Continuum,3730015885,25.813,12.49
Continuum,3730015890,25.791,12.49
Continuum,3730015895,25.791,12.467
Continuum,3730015900,25.802,12.467
Continuum,3730015905,25.802,12.459
Continuum,3730015910,25.823,12.452
Continuum,3730015915,25.813,12.436
Continuum,3730015920,25.823,12.406
Continuum,3730015925,25.802,12.398
Continuum,3730015930,25.813,12.36
Continuum,3730015935,25.802,12.337
Continuum,3730015940,25.813,12.368
Continuum,3730015945,25.791,12.383
Continuum,3730015950,25.813,12.391
Continuum,3730015955,25.834,12.383
Continuum,3730015960,25.813,12.391
Continuum,3730015965,25.845,12.414
Continuum,3730015970,25.813,12.421
Continuum,3730015975,25.834,12.452
Continuum,3730015980,25.834,12.444
Continuum,3730015985,25.834,12.421
Continuum,3730015990,25.823,12.406
Continuum,3730015995,25.834,12.391
Continuum,3730016000,25.823,12.375
Continuum,3730016005,25.834,12.375
Continuum,3730016010,25.834,12.36
Continuum,3730016015,25.834,12.36
Continuum,3730016020,25.845,12.368
Continuum,3730016025,25.834,12.368
Continuum,3730016030,25.834,12.36
Continuum,3730016035,25.802,12.337
Continuum,3730016040,25.834,12.368
Continuum,3730016045,25.823,12.375
Continuum,3730016050,25.823,12.375
Continuum,3730016055,25.834,12.383
Continuum,3730016060,25.834,12.383
Continuum,3730016065,25.834,12.406
Continuum,3730016070,25.823,12.398
Continuum,3730016075,25.834,12.414
Continuum,3730016080,25.845,12.436
Continuum,3730016085,25.813,12.459
Continuum,3730016090,25.823,12.452
Continuum,3730016095,25.834,12.444
Continuum,3730016100,25.834,12.406
Continuum,3730016105,25.845,12.391
Continuum,3730016110,25.845,12.383
Continuum,3730016115,25.834,12.421
Continuum,3730016120,25.834,12.467
Continuum,3730016125,25.855,12.497
Continuum,3730016130,25.834,12.475
Continuum,3730016135,25.845,12.452
Continuum,3730016140,25.834,12.421
Continuum,3730016145,25.855,12.414
Continuum,3730016150,25.834,12.406
Continuum,3730016155,25.834,12.406
Continuum,3730016160,25.823,12.406
Continuum,3730016165,25.845,12.406
Continuum,3730016170,25.823,12.375
Continuum,3730016175,25.813,12.353
Continuum,3730016180,25.813,12.33
Continuum,3730016185,25.813,12.314
Continuum,3730016190,25.823,12.299
Continuum,3730016195,25.834,12.322
Continuum,3730016200,25.834,12.307
Continuum,3730016205,25.823,12.299
Continuum,3730016210,25.823,12.314
Continuum,3730016215,25.855,12.322
Continuum,3730016220,25.855,12.33
Continuum,3730016225,25.834,12.345
Continuum,3730016230,25.855,12.337
Continuum,3730016235,25.855,12.33
Continuum,3730016240,25.845,12.307
Continuum,3730016245,25.866,12.307
Continuum,3730016250,25.855,12.291
Continuum,3730016255,25.855,12.261
Continuum,3730016260,25.855,12.284
Continuum,3730016265,25.855,12.322
Continuum,3730016270,25.855,12.398
Continuum,3730016275,25.855,12.406
Continuum,3730016280,25.845,12.414
Continuum,3730016285,25.845,12.421
Continuum,3730016290,25.834,12.459
Continuum,3730016295,25.823,12.482
Continuum,3730016300,25.834,12.513
Continuum,3730016305,25.823,12.505
Continuum,3730016310,25.834,12.49
Continuum,3730016315,25.855,12.467
Continuum,3730016320,25.845,12.452
Continuum,3730016325,25.845,12.444
Continuum,3730016330,25.834,12.49
Continuum,3730016335,25.855,12.52
Continuum,3730016340,25.834,12.505
Continuum,3730016345,25.866,12.49
Continuum,3730016350,25.866,12.467
Continuum,3730016355,25.866,12.421
Continuum,3730016360,25.877,12.406
Continuum,3730016365,25.877,12.406
Continuum,3730016370,25.877,12.406
Continuum,3730016375,25.855,12.414
Continuum,3730016380,25.877,12.406
Continuum,3730016385,25.866,12.398
Continuum,3730016390,25.877,12.429
Continuum,3730016395,25.888,12.444
Continuum,3730016400,25.898,12.429
Continuum,3730016405,25.898,12.421
Continuum,3730016410,25.898,12.383
Continuum,3730016415,25.877,12.368
Continuum,3730016420,25.855,12.391
Continuum,3730016425,25.898,12.383
Continuum,3730016430,25.877,12.383
Continuum,3730016435,25.888,12.414
Continuum,3730016440,25.877,12.414
Continuum,3730016445,25.877,12.444
Continuum,3730016450,25.909,12.436
Continuum,3730016455,25.888,12.459
Continuum,3730016460,25.888,12.497
Continuum,3730016465,25.898,12.52
Continuum,3730016470,25.877,12.528
Continuum,3730016475,25.909,12.505
Continuum,3730016480,25.92,12.475
Continuum,3730016485,25.888,12.452
Continuum,3730016490,25.877,12.436
Continuum,3730016495,25.888,12.421
Continuum,3730016500,25.909,12.398
Continuum,3730016505,25.898,12.391
Continuum,3730016510,25.877,12.368
Continuum,3730016515,25.888,12.375
Continuum,3730016520,25.877,12.398
Continuum,3730016525,25.866,12.383
Continuum,3730016530,25.877,12.368
Continuum,3730016535,25.898,12.33
Continuum,3730016540,25.877,12.33
Continuum,3730016545,25.888,12.314
Continuum,3730016550,25.877,12.36
Continuum,3730016555,25.898,12.383
Continuum,3730016560,25.898,12.406
Continuum,3730016565,25.898,12.452
Continuum,3730016570,25.888,12.475
Continuum,3730016575,25.898,12.49
Continuum,3730016580,25.898,12.497
Continuum,3730016585,25.909,12.482
Continuum,3730016590,25.909,12.482
Continuum,3730016595,25.92,12.497
Continuum,3730016600,25.92,12.49
Continuum,3730016605,25.92,12.475
Continuum,3730016610,25.909,12.467
Continuum,3730016615,25.92,12.475
Continuum,3730016620,25.92,12.497
Continuum,3730016625,25.909,12.497
Continuum,3730016630,25.941,12.49
Continuum,3730016635,25.909,12.482
Continuum,3730016640,25.931,12.429
Continuum,3730016645,25.931,12.375
Continuum,3730016650,25.92,12.375
Continuum,3730016655,25.888,12.353
Continuum,3730016660,25.92,12.322
Continuum,3730016665,25.909,12.307
Continuum,3730016670,25.92,12.314
Continuum,3730016675,25.92,12.299
Continuum,3730016680,25.931,12.314
Continuum,3730016685,25.92,12.284
Continuum,3730016690,25.931,12.284
Continuum,3730016695,25.931,12.284
Continuum,3730016700,25.952,12.261
Continuum,3730016705,25.941,12.269
Continuum,3730016710,25.952,12.246
Continuum,3730016715,25.941,12.253
Continuum,3730016720,25.941,12.238
Continuum,3730016725,25.952,12.23
Continuum,3730016730,25.941,12.23
Continuum,3730016735,25.952,12.238
Continuum,3730016740,25.952,12.223
Continuum,3730016745,25.931,12.276
Continuum,3730016750,25.941,12.314
Continuum,3730016755,25.941,12.353
Continuum,3730016760,25.952,12.368
Continuum,3730016765,25.952,12.353
Continuum,3730016770,25.963,12.337
Continuum,3730016775,25.941,12.322
Continuum,3730016780,25.952,12.299
Continuum,3730016785,25.973,12.314
Continuum,3730016790,25.963,12.345
Continuum,3730016795,25.973,12.368
Continuum,3730016800,25.952,12.398
Continuum,3730016805,25.984,12.429
Continuum,3730016810,25.952,12.452
Continuum,3730016815,25.995,12.452
Continuum,3730016820,25.973,12.444
Continuum,3730016825,25.984,12.421
Continuum,3730016830,25.984,12.375
Continuum,3730016835,25.973,12.353
Continuum,3730016840,25.963,12.291
Continuum,3730016845,25.952,12.276
Continuum,3730016850,25.973,12.261
Continuum,3730016855,25.963,12.284
Continuum,3730016860,25.941,12.33
Continuum,3730016865,25.941,12.368
Continuum,3730016870,25.973,12.36
Continuum,3730016875,25.973,12.353
Continuum,3730016880,25.952,12.36
Continuum,3730016885,25.973,12.368
Continuum,3730016890,25.973,12.368
Continuum,3730016895,25.973,12.398
Continuum,3730016900,25.941,12.459
Continuum,3730016905,25.963,12.482
Continuum,3730016910,25.952,12.482
Continuum,3730016915,25.984,12.467
Continuum,3730016920,25.963,12.436
Continuum,3730016925,25.963,12.406
Continuum,3730016930,25.963,12.391
Continuum,3730016935,25.973,12.36
Continuum,3730016940,25.984,12.345
Continuum,3730016945,25.963,12.337
Continuum,3730016950,25.973,12.291
Continuum,3730016955,25.963,12.307
Continuum,3730016960,25.995,12.291
Continuum,3730016965,25.984,12.284
Continuum,3730016970,25.995,12.261
Continuum,3730016975,26.016,12.269
Continuum,3730016980,25.995,12.284
Continuum,3730016985,25.984,12.307
Continuum,3730016990,25.995,12.322
Continuum,3730016995,25.984,12.322
Continuum,3730017000,25.995,12.322
Continuum,3730017005,25.973,12.337
Continuum,3730017010,25.995,12.36
Continuum,3730017015,26.006,12.368
Continuum,3730017020,26.016,12.353
Continuum,3730017025,25.995,12.322
Continuum,3730017030,26.006,12.307
Continuum,3730017035,26.027,12.291
Continuum,3730017040,26.016,12.284
Continuum,3730017045,26.027,12.269
Continuum,3730017050,26.016,12.253
Continuum,3730017055,25.995,12.284
Continuum,3730017060,26.006,12.307
Continuum,3730017065,26.027,12.322
Continuum,3730017070,26.016,12.353
Continuum,3730017075,26.016,12.345
Continuum,3730017080,26.016,12.337
Continuum,3730017085,26.016,12.36
Continuum,3730017090,26.006,12.398
Continuum,3730017095,25.995,12.406
Continuum,3730017100,25.995,12.414
Continuum,3730017105,26.016,12.414
Continuum,3730017110,26.006,12.398
Continuum,3730017115,25.973,12.368
Continuum,3730017120,26.006,12.383
Continuum,3730017125,25.973,12.345
Continuum,3730017130,26.006,12.33
Continuum,3730017135,26.006,12.322
Continuum,3730017140,26.027,12.284
Continuum,3730017145,26.027,12.291
Continuum,3730017150,26.027,12.299
Continuum,3730017155,26.006,12.284
Continuum,3730017160,26.006,12.284
Continuum,3730017165,26.006,12.269
Continuum,3730017170,26.006,12.253
Continuum,3730017175,26.016,12.253
Continuum,3730017180,26.016,12.261
Continuum,3730017185,26.027,12.276
Continuum,3730017190,26.016,12.269
Continuum,3730017195,26.048,12.253
Continuum,3730017200,26.038,12.238
Continuum,3730017205,26.027,12.208
Continuum,3730017210,26.016,12.177
Continuum,3730017215,25.973,12.162
Continuum,3730017220,25.952,12.139
Continuum,3730017225,25.963,12.116
Continuum,3730017230,25.92,12.116
Continuum,3730017235,25.931,12.101
Continuum,3730017240,25.931,12.101
Continuum,3730017245,25.92,12.093
Continuum,3730017250,25.92,12.085
Continuum,3730017255,25.92,12.07
Continuum,3730017260,25.909,12.085
Continuum,3730017265,25.888,12.078
Continuum,3730017270,25.909,12.07
Continuum,3730017275,25.898,12.07
Continuum,3730017280,25.898,12.07
Continuum,3730017285,25.898,12.07
Continuum,3730017290,25.877,12.07
Continuum,3730017295,25.866,12.07
Continuum,3730017300,25.855,12.047
Continuum,3730017305,25.834,12.055
Continuum,3730017310,25.823,12.047
Continuum,3730017315,25.791,12.063
Continuum,3730017320,25.78,12.063
Continuum,3730017325,25.759,12.055
Continuum,3730017330,25.727,12.055
Continuum,3730017335,25.737,12.055
Continuum,3730017340,25.684,12.07
Continuum,3730017345,25.684,12.07
Continuum,3730017350,25.652,12.085
Continuum,3730017355,25.662,12.093
Continuum,3730017360,25.695,12.116
Continuum,3730017365,25.652,12.131
Continuum,3730017370,25.652,12.131
Continuum,3730017375,25.619,12.131
Continuum,3730017380,25.598,12.124
Continuum,3730017385,25.587,12.131
Continuum,3730017390,25.587,12.131
Continuum,3730017395,25.566,12.162
Continuum,3730017400,25.555,12.162
Continuum,3730017405,25.544,12.169
Continuum,3730017410,25.534,12.169
Continuum,3730017415,25.523,12.169
Continuum,3730017420,25.512,12.177
Continuum,3730017425,25.523,12.169
Continuum,3730017430,25.502,12.192
Continuum,3730017435,25.48,12.185
Continuum,3730017440,25.48,12.2
Continuum,3730017445,25.459,12.208
Continuum,3730017450,25.448,12.2
Continuum,3730017455,25.426,12.223
Continuum,3730017460,25.416,12.23
Continuum,3730017465,25.416,12.238
Continuum,3730017470,25.405,12.253
Continuum,3730017475,25.405,12.269
Continuum,3730017480,25.384,12.269
Continuum,3730017485,25.394,12.291
Continuum,3730017490,25.384,12.299
Continuum,3730017495,25.384,12.299
Continuum,3730017500,25.405,12.33
Continuum,3730017505,25.405,12.345
Continuum,3730017510,25.405,12.345
Continuum,3730017515,25.416,12.353
Continuum,3730017520,25.394,12.368
Continuum,3730017525,25.394,12.353
Continuum,3730017530,25.373,12.368
Continuum,3730017535,25.394,12.375
Continuum,3730017540,25.394,12.391
Continuum,3730017545,25.405,12.398
Continuum,3730017550,25.405,12.414
Continuum,3730017555,25.394,12.414
Continuum,3730017560,25.394,12.436
Continuum,3730017565,25.373,12.444
Continuum,3730017570,25.373,12.452
Continuum,3730017575,25.33,12.452
Continuum,3730017580,25.33,12.459
Continuum,3730017585,25.33,12.49
Continuum,3730017590,25.276,12.505
Continuum,3730017595,25.298,12.482
Continuum,3730017600,25.308,12.513
Continuum,3730017605,25.308,12.513
Continuum,3730017610,25.319,12.513
Continuum,3730017615,25.33,12.528
Continuum,3730017620,25.33,12.528
Continuum,3730017625,25.319,12.536
Continuum,3730017630,25.341,12.543
Continuum,3730017635,25.341,12.528
Continuum,3730017640,25.362,12.536
Continuum,3730017645,25.351,12.536
Continuum,3730017650,25.362,12.528
Continuum,3730017655,25.351,12.543
Continuum,3730017660,25.341,12.559
Continuum,3730017665,25.351,12.566
Continuum,3730017670,25.351,12.581
Continuum,3730017675,25.341,12.566
Continuum,3730017680,25.351,12.559
Continuum,3730017685,25.351,12.559
Continuum,3730017690,25.362,12.566
Continuum,3730017695,25.351,12.566
Continuum,3730017700,25.351,12.559
Continuum,3730017705,25.341,12.581
Continuum,3730017710,25.319,12.597
Continuum,3730017715,25.308,12.589
Continuum,3730017720,25.308,12.604
Continuum,3730017725,25.33,12.612
Continuum,3730017730,25.33,12.612
Continuum,3730017735,25.351,12.612
Continuum,3730017740,25.33,12.612
Continuum,3730017745,25.373,12.604
Continuum,3730017750,25.362,12.597
Continuum,3730017755,25.351,12.604
Continuum,3730017760,25.341,12.597
Continuum,3730017765,25.341,12.597
Continuum,3730017770,25.33,12.612
Continuum,3730017775,25.33,12.612
Continuum,3730017780,25.33,12.612
Continuum,3730017785,25.319,12.597
Continuum,3730017790,25.308,12.597
Continuum,3730017795,25.341,12.597
Continuum,3730017800,25.33,12.612
Continuum,3730017805,25.319,12.597
Continuum,3730017810,25.319,12.597
Continuum,3730017815,25.33,12.597
Continuum,3730017820,25.308,12.589
Continuum,3730017825,25.319,12.581
Continuum,3730017830,25.298,12.574
Continuum,3730017835,25.308,12.574
Continuum,3730017840,25.298,12.597
Continuum,3730017845,25.287,12.597
Continuum,3730017850,25.298,12.581
Continuum,3730017855,25.276,12.581
Continuum,3730017860,25.287,12.566
Continuum,3730017865,25.298,12.581
Continuum,3730017870,25.298,12.566
Continuum,3730017875,25.266,12.574
Continuum,3730017880,25.266,12.574
Continuum,3730017885,25.276,12.566
Continuum,3730017890,25.276,12.551
Continuum,3730017895,25.276,12.543
Continuum,3730017900,25.276,12.543
Continuum,3730017905,25.287,12.528
Continuum,3730017910,25.276,12.536
Continuum,3730017915,25.276,12.536
Continuum,3730017920,25.276,12.543
Continuum,3730017925,25.233,12.536
Continuum,3730017930,25.212,12.551
Continuum,3730017935,25.223,12.566
Continuum,3730017940,25.244,12.581
Continuum,3730017945,25.233,12.589
Continuum,3730017950,25.276,12.604
Continuum,3730017955,25.255,12.604
Continuum,3730017960,25.276,12.604
Continuum,3730017965,25.276,12.604
Continuum,3730017970,25.276,12.589
Continuum,3730017975,25.266,12.589
Continuum,3730017980,25.276,12.589
Continuum,3730017985,25.276,12.566
Continuum,3730017990,25.233,12.551
Continuum,3730017995,25.244,12.551
Continuum,3730018000,25.255,12.543
Continuum,3730018005,25.223,12.559
Continuum,3730018010,25.212,12.559
Continuum,3730018015,25.201,12.551
Continuum,3730018020,25.201,12.543
Continuum,3730018025,25.212,12.551
Continuum,3730018030,25.201,12.536
Continuum,3730018035,25.169,12.536
Continuum,3730018040,25.19,12.551
Continuum,3730018045,25.169,12.543
Continuum,3730018050,25.158,12.559
Continuum,3730018055,25.169,12.566
Continuum,3730018060,25.158,12.581
Continuum,3730018065,25.169,12.597
Continuum,3730018070,25.137,12.597
Continuum,3730018075,25.148,12.612
Continuum,3730018080,25.137,12.597
Continuum,3730018085,25.126,12.612
Continuum,3730018090,25.115,12.604
Continuum,3730018095,25.126,12.612
Continuum,3730018100,25.105,12.589
Continuum,3730018105,25.115,12.589
Continuum,3730018110,25.073,12.612
Continuum,3730018115,25.105,12.62
Continuum,3730018120,25.083,12.627
Continuum,3730018125,25.062,12.627
Continuum,3730018130,25.083,12.642
Continuum,3730018135,25.062,12.635
Continuum,3730018140,25.062,12.65
Continuum,3730018145,25.062,12.635
Continuum,3730018150,25.051,12.642
Continuum,3730018155,25.062,12.642
Continuum,3730018160,25.051,12.642
Continuum,3730018165,25.051,12.635
Continuum,3730018170,25.062,12.642
Continuum,3730018175,25.062,12.635
Continuum,3730018180,25.062,12.627
Continuum,3730018185,25.062,12.627
Continuum,3730018190,25.051,12.627
Continuum,3730018195,25.062,12.635
Continuum,3730018200,25.03,12.642
Continuum,3730018205,25.008,12.635
Continuum,3730018210,25.03,12.635
Continuum,3730018215,25.019,12.635
Continuum,3730018220,25.04,12.62
Continuum,3730018225,25.062,12.635
Continuum,3730018230,25.051,12.65
Continuum,3730018235,25.03,12.65
Continuum,3730018240,25.04,12.642
Continuum,3730018245,25.04,12.65
Continuum,3730018250,25.04,12.665
Continuum,3730018255,25.03,12.642
Continuum,3730018260,25.04,12.65
Continuum,3730018265,25.008,12.642
Continuum,3730018270,25.008,12.65
Continuum,3730018275,25.03,12.65
Continuum,3730018280,25.019,12.658
Continuum,3730018285,25.03,12.665
Continuum,3730018290,24.997,12.703
Continuum,3730018295,25.03,12.696
Continuum,3730018300,25.008,12.681
Continuum,3730018305,25.03,12.681
Continuum,3730018310,24.997,12.681
Continuum,3730018315,25.008,12.681
Continuum,3730018320,25.008,12.696
Continuum,3730018325,25.008,12.703
Continuum,3730018330,25.019,12.703
Continuum,3730018335,25.019,12.719
Continuum,3730018340,25.03,12.711
Continuum,3730018345,25.019,12.696
Continuum,3730018350,25.019,12.711
Continuum,3730018355,25.008,12.688
Continuum,3730018360,25.019,12.681
Continuum,3730018365,25.019,12.703
Continuum,3730018370,25.03,12.688
Continuum,3730018375,25.03,12.688
Continuum,3730018380,25.03,12.696
Continuum,3730018385,25.019,12.681
Continuum,3730018390,25.04,12.665
Continuum,3730018395,25.008,12.665
Continuum,3730018400,25.008,12.665
Continuum,3730018405,25.019,12.665
Continuum,3730018410,25.008,12.681
Continuum,3730018415,24.997,12.673
Continuum,3730018420,24.955,12.681
Continuum,3730018425,24.987,12.681
Continuum,3730018430,24.987,12.681
Continuum,3730018435,24.976,12.703
Continuum,3730018440,24.955,12.681
Continuum,3730018445,24.955,12.681
Continuum,3730018450,24.965,12.719
Continuum,3730018455,24.965,12.703
Continuum,3730018460,24.933,12.703
Continuum,3730018465,24.955,12.688
Continuum,3730018470,24.944,12.696
Continuum,3730018475,24.944,12.696
Continuum,3730018480,24.965,12.696
Continuum,3730018485,24.955,12.688
Continuum,3730018490,24.955,12.696
Continuum,3730018495,24.944,12.696
Continuum,3730018500,24.976,12.703
Continuum,3730018505,24.955,12.703
Continuum,3730018510,24.955,12.703
Continuum,3730018515,24.976,12.711
Continuum,3730018520,24.976,12.726
Continuum,3730018525,24.976,12.719
Continuum,3730018530,24.976,12.711
Continuum,3730018535,24.965,12.703
Continuum,3730018540,24.965,12.719
Continuum,3730018545,24.965,12.711
Continuum,3730018550,24.976,12.703
Continuum,3730018555,24.976,12.711
Continuum,3730018560,24.976,12.726
Continuum,3730018565,24.955,12.742
Continuum,3730018570,24.976,12.742
Continuum,3730018575,25.008,12.742
Continuum,3730018580,25.008,12.734
Continuum,3730018585,25.008,12.719
Continuum,3730018590,24.997,12.719
Continuum,3730018595,25.008,12.719
Continuum,3730018600,25.019,12.711
